year,month,day_of_month,day_of_year,year_dec,frac_of_year,CO2
1975,3,30,88.5125000000232,1975.2425,0.242500000000064,333.3
1975,4,6,95.4840000000161,1975.2616,0.261600000000044,332.78
1975,4,13,102.492,1975.2808,0.280799999999999,333.16
1975,4,20,109.499999999983,1975.3,0.299999999999955,333.28
1975,4,27,116.507999999967,1975.3192,0.31919999999991,333.48
1975,5,4,123.516000000034,1975.3384,0.338400000000092,333.94
1975,5,11,130.487500000027,1975.3575,0.357500000000073,334.25
1975,5,18,137.49550000001,1975.3767,0.376700000000028,333.46
1975,5,25,144.503499999994,1975.3959,0.395899999999983,334
1975,6,1,151.511499999978,1975.4151,0.415099999999939,333.96
1975,6,8,158.48299999997,1975.4342,0.434199999999919,333.19
1975,6,15,165.491000000037,1975.4534,0.453400000000101,333.23
1975,6,22,172.499000000021,1975.4726,0.472600000000057,333.5
1975,6,29,179.507000000004,1975.4918,0.491800000000012,333.01
1975,7,6,186.514999999988,1975.511,0.510999999999967,332.32
1975,7,13,193.486499999981,1975.5301,0.530099999999948,331.83
1975,7,20,200.494499999965,1975.5493,0.549299999999903,331.36
1975,7,27,207.502500000031,1975.5685,0.568500000000085,331.22
1975,8,3,214.510500000015,1975.5877,0.587700000000041,331.01
1975,8,10,221.482000000008,1975.6068,0.606800000000021,330.38
1975,8,17,228.489999999991,1975.626,0.625999999999976,329.48
1975,8,24,235.497999999975,1975.6452,0.645199999999932,328.73
1975,8,31,242.505999999959,1975.6644,0.664399999999887,329.32
1975,9,7,249.514000000025,1975.6836,0.683600000000069,329.42
1975,9,14,256.485500000018,1975.7027,0.70270000000005,327.94
1975,9,21,263.493500000002,1975.7219,0.721900000000005,327.95
1975,9,28,270.501499999986,1975.7411,0.74109999999996,327.97
1975,10,5,277.509499999969,1975.7603,0.760299999999916,-999.99
1975,10,12,284.517500000036,1975.7795,0.779500000000098,328.4
1975,10,19,291.489000000029,1975.7986,0.798600000000079,328.73
1975,10,26,298.497000000012,1975.8178,0.817800000000034,328.8
1975,11,2,305.504999999996,1975.837,0.836999999999989,329.03
1975,11,9,312.51299999998,1975.8562,0.856199999999944,329.01
1975,11,16,319.484499999973,1975.8753,0.875299999999925,329.21
1975,11,23,326.492500000039,1975.8945,0.894500000000107,330.18
1975,11,30,333.500500000023,1975.9137,0.913700000000063,329.72
1975,12,7,340.508500000007,1975.9329,0.932900000000018,-999.99
1975,12,14,347.51649999999,1975.9521,0.952099999999973,-999.99
1975,12,21,354.487999999983,1975.9712,0.971199999999953,-999.99
1975,12,28,361.495999999967,1975.9904,0.990399999999909,-999.99
1976,1,4,3.50400000003333,1976.0096,0.00960000000009131,331.33
1976,1,11,10.4755000000262,1976.0287,0.0287000000000717,331.53
1976,1,18,17.447000000019,1976.0478,0.047800000000052,331.66
1976,1,25,24.4185000000118,1976.0669,0.0669000000000324,331.88
1976,2,1,31.4264999999955,1976.0861,0.0860999999999876,332.45
1976,2,8,38.3979999999883,1976.1052,0.105199999999968,332.51
1976,2,15,45.3694999999811,1976.1243,0.124299999999948,332.61
1976,2,22,52.340999999974,1976.1434,0.143399999999929,333.49
1976,2,29,59.3490000000406,1976.1626,0.162600000000111,332.43
1976,3,7,66.3205000000335,1976.1817,0.181700000000092,332.88
1976,3,14,73.2920000000263,1976.2008,0.200800000000072,333.56
1976,3,21,80.2635000000191,1976.2199,0.219900000000052,334.33
1976,3,28,87.2715000000028,1976.2391,0.239100000000008,334.56
1976,4,4,94.2429999999956,1976.2582,0.258199999999988,335.06
1976,4,11,101.214499999988,1976.2773,0.277299999999968,333.01
1976,4,18,108.185999999981,1976.2964,0.296399999999949,334.7
1976,4,25,115.193999999965,1976.3156,0.315599999999904,335.06
1976,5,2,122.165500000041,1976.3347,0.334700000000112,334.17
1976,5,9,129.137000000034,1976.3538,0.353800000000092,334.32
1976,5,16,136.145000000017,1976.373,0.373000000000047,335.29
1976,5,23,143.11650000001,1976.3921,0.392100000000028,335.28
1976,5,30,150.088000000003,1976.4112,0.411200000000008,334.43
1976,6,6,157.059499999996,1976.4303,0.430299999999988,334.21
1976,6,13,164.067499999979,1976.4495,0.449499999999944,334.17
1976,6,20,171.038999999972,1976.4686,0.468599999999924,334.04
1976,6,27,178.010499999965,1976.4877,0.487699999999904,-999.99
1976,7,4,184.982000000041,1976.5068,0.506800000000112,333.6
1976,7,11,191.990000000025,1976.526,0.526000000000067,333.48
1976,7,18,198.961500000017,1976.5451,0.545100000000048,332.43
1976,7,25,205.93300000001,1976.5642,0.564200000000028,332.24
1976,8,1,212.904500000003,1976.5833,0.583300000000008,331.69
1976,8,8,219.912499999987,1976.6025,0.602499999999964,330.7
1976,8,15,226.88399999998,1976.6216,0.621599999999944,330.44
1976,8,22,233.855499999972,1976.6407,0.640699999999924,330.23
1976,8,29,240.826999999965,1976.6598,0.659799999999905,330.43
1976,9,5,247.835000000032,1976.679,0.679000000000087,329.54
1976,9,12,254.806500000025,1976.6981,0.698100000000068,329.54
1976,9,19,261.778000000018,1976.7172,0.717200000000048,328.61
1976,9,26,268.74950000001,1976.7363,0.736300000000028,327.65
1976,10,3,275.757499999994,1976.7555,0.755499999999984,328.54
1976,10,10,282.728999999987,1976.7746,0.774599999999964,328.55
1976,10,17,289.70049999998,1976.7937,0.793699999999944,329.28
1976,10,24,296.671999999973,1976.8128,0.812799999999925,328.82
1976,10,31,303.680000000039,1976.832,0.832000000000107,329.4
1976,11,7,310.651500000032,1976.8511,0.851100000000088,330.44
1976,11,14,317.623000000025,1976.8702,0.870200000000068,330.17
1976,11,21,324.594500000018,1976.8893,0.889300000000048,330.55
1976,11,28,331.602500000001,1976.9085,0.908500000000004,330.68
1976,12,5,338.573999999994,1976.9276,0.927599999999984,331.19
1976,12,12,345.545499999987,1976.9467,0.946699999999964,332.39
1976,12,19,352.51699999998,1976.9658,0.965799999999945,331.7
1976,12,26,359.524999999963,1976.985,0.9849999999999,332.38
1977,1,2,1.4965000000393,1977.0041,0.00410000000010768,332.39
1977,1,9,8.50450000002297,1977.0233,0.0233000000000629,332.49
1977,1,16,15.5125000000066,1977.0425,0.0425000000000182,332.88
1977,1,23,22.4839999999995,1977.0616,0.0615999999999985,333.02
1977,1,30,29.4919999999831,1977.0808,0.0807999999999538,332.98
1977,2,6,36.4999999999668,1977.1,0.0999999999999091,333.23
1977,2,13,43.5080000000335,1977.1192,0.119200000000092,333.15
1977,2,20,50.5160000000171,1977.1384,0.138400000000047,333.18
1977,2,27,57.48750000001,1977.1575,0.157500000000027,334.35
1977,3,6,64.4954999999936,1977.1767,0.176699999999983,334.3
1977,3,13,71.5034999999773,1977.1959,0.195899999999938,335.19
1977,3,20,78.511499999961,1977.2151,0.215099999999893,335.32
1977,3,27,85.4830000000368,1977.2342,0.234200000000101,335.17
1977,4,3,92.4910000000204,1977.2534,0.253400000000056,336.01
1977,4,10,99.4990000000041,1977.2726,0.272600000000011,335.85
1977,4,17,106.506999999988,1977.2918,0.291799999999967,336.31
1977,4,24,113.514999999971,1977.311,0.310999999999922,336.59
1977,5,1,120.486499999964,1977.3301,0.330099999999902,337
1977,5,8,127.494500000031,1977.3493,0.349300000000085,336.58
1977,5,15,134.502500000015,1977.3685,0.36850000000004,337.1
1977,5,22,141.510499999998,1977.3877,0.387699999999995,336.99
1977,5,29,148.481999999991,1977.4068,0.406799999999976,336.63
1977,6,5,155.489999999975,1977.426,0.425999999999931,336.2
1977,6,12,162.498000000041,1977.4452,0.445200000000114,336.01
1977,6,19,169.506000000025,1977.4644,0.464400000000069,336.34
1977,6,26,176.514000000009,1977.4836,0.483600000000024,335.74
1977,7,3,183.485500000002,1977.5027,0.502700000000004,335.46
1977,7,10,190.493499999985,1977.5219,0.52189999999996,335.24
1977,7,17,197.501499999969,1977.5411,0.541099999999915,334.6
1977,7,24,204.509500000036,1977.5603,0.560300000000097,334.1
1977,7,31,211.517500000019,1977.5795,0.579500000000053,333.42
1977,8,7,218.489000000012,1977.5986,0.598600000000033,332.54
1977,8,14,225.496999999996,1977.6178,0.617799999999988,332.84
1977,8,21,232.504999999979,1977.637,0.636999999999944,331.82
1977,8,28,239.512999999963,1977.6562,0.656199999999899,332.25
1977,9,4,246.484500000039,1977.6753,0.675300000000107,331.18
1977,9,11,253.492500000023,1977.6945,0.694500000000062,331.48
1977,9,18,260.500500000006,1977.7137,0.713700000000017,330.92
1977,9,25,267.50849999999,1977.7329,0.732899999999972,330.93
1977,10,2,274.516499999974,1977.7521,0.752099999999928,330.94
1977,10,9,281.487999999966,1977.7712,0.771199999999908,331.54
1977,10,16,288.496000000033,1977.7904,0.790400000000091,331.27
1977,10,23,295.504000000017,1977.8096,0.809600000000046,331.37
1977,10,30,302.512,1977.8288,0.828800000000001,331.88
1977,11,6,309.483499999993,1977.8479,0.847899999999981,332.08
1977,11,13,316.491499999977,1977.8671,0.867099999999937,332.53
1977,11,20,323.499499999961,1977.8863,0.886299999999892,333.11
1977,11,27,330.507500000027,1977.9055,0.905500000000075,332.65
1977,12,4,337.515500000011,1977.9247,0.92470000000003,333.34
1977,12,11,344.487000000004,1977.9438,0.94380000000001,333.4
1977,12,18,351.494999999987,1977.963,0.962999999999965,334.03
1977,12,25,358.502999999971,1977.9822,0.982199999999921,333.97
1978,1,1,0.511000000037711,1978.0014,0.00140000000010332,334.66
1978,1,8,7.48250000003054,1978.0205,0.0205000000000837,334.56
1978,1,15,14.4905000000142,1978.0397,0.0397000000000389,334.94
1978,1,22,21.4984999999979,1978.0589,0.0588999999999942,335.68
1978,1,29,28.5064999999815,1978.0781,0.0780999999999494,335.22
1978,2,5,35.5144999999652,1978.0973,0.0972999999999047,334.74
1978,2,12,42.486000000041,1978.1164,0.116400000000112,335.3
1978,2,19,49.4940000000247,1978.1356,0.135600000000068,335.5
1978,2,26,56.5020000000084,1978.1548,0.154800000000023,335.95
1978,3,5,63.509999999992,1978.174,0.173999999999978,336.06
1978,3,12,70.5179999999757,1978.1932,0.193199999999933,336.73
1978,3,19,77.4894999999685,1978.2123,0.212299999999914,336.91
1978,3,26,84.4975000000352,1978.2315,0.231500000000096,337.29
1978,4,2,91.5055000000189,1978.2507,0.250700000000052,337.33
1978,4,9,98.5135000000025,1978.2699,0.269900000000007,338
1978,4,16,105.484999999995,1978.289,0.288999999999987,337.62
1978,4,23,112.492999999979,1978.3082,0.308199999999943,337.87
1978,4,30,119.500999999963,1978.3274,0.327399999999898,338.27
1978,5,7,126.509000000029,1978.3466,0.34660000000008,338.02
1978,5,14,133.517000000013,1978.3658,0.365800000000036,337.89
1978,5,21,140.488500000006,1978.3849,0.384900000000016,337.79
1978,5,28,147.49649999999,1978.4041,0.404099999999971,338.44
1978,6,4,154.504499999973,1978.4233,0.423299999999927,338.46
1978,6,11,161.51250000004,1978.4425,0.442500000000109,338.12
1978,6,18,168.484000000033,1978.4616,0.461600000000089,337.62
1978,6,25,175.492000000016,1978.4808,0.480800000000045,337.47
1978,7,2,182.5,1978.5,0.5,336.69
1978,7,9,189.507999999984,1978.5192,0.519199999999955,336.79
1978,7,16,196.515999999967,1978.5384,0.538399999999911,336.34
1978,7,23,203.48749999996,1978.5575,0.557499999999891,335.86
1978,7,30,210.495500000027,1978.5767,0.576700000000073,335.42
1978,8,6,217.50350000001,1978.5959,0.595900000000029,334.66
1978,8,13,224.511499999994,1978.6151,0.615099999999984,334.69
1978,8,20,231.482999999987,1978.6342,0.634199999999964,334.2
1978,8,27,238.490999999971,1978.6534,0.65339999999992,333.78
1978,9,3,245.499000000037,1978.6726,0.672600000000102,332.82
1978,9,10,252.507000000021,1978.6918,0.691800000000057,331.85
1978,9,17,259.515000000005,1978.711,0.711000000000013,331.75
1978,9,24,266.486499999997,1978.7301,0.730099999999993,332.79
1978,10,1,273.494499999981,1978.7493,0.749299999999948,332.22
1978,10,8,280.502499999965,1978.7685,0.768499999999904,331.91
1978,10,15,287.510500000031,1978.7877,0.787700000000086,332.67
1978,10,22,294.482000000024,1978.8068,0.806800000000067,332.8
1978,10,29,301.490000000008,1978.826,0.826000000000022,333.22
1978,11,5,308.497999999992,1978.8452,0.845199999999977,333.57
1978,11,12,315.505999999975,1978.8644,0.864399999999932,333.61
1978,11,19,322.513999999959,1978.8836,0.883599999999888,334.12
1978,11,26,329.485500000035,1978.9027,0.902700000000095,334.15
1978,12,3,336.493500000018,1978.9219,0.921900000000051,334.46
1978,12,10,343.501500000002,1978.9411,0.941100000000006,334.96
1978,12,17,350.509499999986,1978.9603,0.960299999999961,335.26
1978,12,24,357.517499999969,1978.9795,0.979499999999916,335.07
1978,12,31,364.488999999962,1978.9986,0.998599999999897,335.2
1979,1,7,6.49700000002895,1979.0178,0.0178000000000793,335.48
1979,1,14,13.5050000000126,1979.037,0.0370000000000346,336.64
1979,1,21,20.5129999999963,1979.0562,0.0561999999999898,336.93
1979,1,28,27.4844999999891,1979.0753,0.0752999999999702,337.02
1979,2,4,34.4924999999728,1979.0945,0.0944999999999254,336.6
1979,2,11,41.5005000000394,1979.1137,0.113700000000108,336.52
1979,2,18,48.5085000000231,1979.1329,0.132900000000063,336.78
1979,2,25,55.5165000000068,1979.1521,0.152100000000019,336.9
1979,3,4,62.4879999999996,1979.1712,0.171199999999999,337.93
1979,3,11,69.4959999999833,1979.1904,0.190399999999954,338.1
1979,3,18,76.5039999999669,1979.2096,0.209599999999909,338.65
1979,3,25,83.5120000000336,1979.2288,0.228800000000092,338.97
1979,4,1,90.4835000000264,1979.2479,0.247900000000072,337.9
1979,4,8,97.4915000000101,1979.2671,0.267100000000028,338.76
1979,4,15,104.499499999994,1979.2863,0.286299999999983,338.76
1979,4,22,111.507499999977,1979.3055,0.305499999999938,339.38
1979,4,29,118.515499999961,1979.3247,0.324699999999893,339.52
1979,5,6,125.487000000037,1979.3438,0.343800000000101,338.61
1979,5,13,132.495000000021,1979.363,0.363000000000056,339.19
1979,5,20,139.503000000004,1979.3822,0.382200000000012,339.4
1979,5,27,146.510999999988,1979.4014,0.401399999999967,339.67
1979,6,3,153.482499999981,1979.4205,0.420499999999947,339.74
1979,6,10,160.490499999964,1979.4397,0.439699999999903,339.01
1979,6,17,167.498500000031,1979.4589,0.458900000000085,339.15
1979,6,24,174.506500000015,1979.4781,0.47810000000004,338.93
1979,7,1,181.514499999998,1979.4973,0.497299999999996,338.14
1979,7,8,188.485999999991,1979.5164,0.516399999999976,337.7
1979,7,15,195.493999999975,1979.5356,0.535599999999931,337.91
1979,7,22,202.501999999959,1979.5548,0.554799999999886,336.67
1979,7,29,209.510000000025,1979.574,0.574000000000069,336.85
1979,8,5,216.518000000009,1979.5932,0.593200000000024,336.35
1979,8,12,223.489500000002,1979.6123,0.612300000000005,336.17
1979,8,19,230.497499999985,1979.6315,0.63149999999996,334.81
1979,8,26,237.505499999969,1979.6507,0.650699999999915,334.99
1979,9,2,244.513500000036,1979.6699,0.669900000000098,333.74
1979,9,9,251.485000000029,1979.689,0.689000000000078,334.4
1979,9,16,258.493000000012,1979.7082,0.708200000000033,333.61
1979,9,23,265.500999999996,1979.7274,0.727399999999989,333.61
1979,9,30,272.50899999998,1979.7466,0.746599999999944,334.11
1979,10,7,279.516999999963,1979.7658,0.765799999999899,334.52
1979,10,14,286.488500000039,1979.7849,0.784900000000107,334.09
1979,10,21,293.496500000023,1979.8041,0.804100000000062,334.35
1979,10,28,300.504500000006,1979.8233,0.823300000000017,334.54
1979,11,4,307.51249999999,1979.8425,0.842499999999973,334.8
1979,11,11,314.483999999983,1979.8616,0.861599999999953,335.36
1979,11,18,321.491999999967,1979.8808,0.880799999999908,335.79
1979,11,25,328.500000000033,1979.9,0.900000000000091,335.88
1979,12,2,335.508000000017,1979.9192,0.919200000000046,336.4
1979,12,9,342.516000000001,1979.9384,0.938400000000001,336.72
1979,12,16,349.487499999993,1979.9575,0.957499999999982,337.01
1979,12,23,356.495499999977,1979.9767,0.976699999999937,337.2
1979,12,30,363.503499999961,1979.9959,0.995899999999892,337.53
1980,1,6,5.47500000003652,1980.015,0.0150000000001,337.4
1980,1,13,12.4830000000202,1980.0342,0.0342000000000553,337.71
1980,1,20,19.454500000013,1980.0533,0.0533000000000357,338.65
1980,1,27,26.4260000000058,1980.0724,0.072400000000016,337.89
1980,2,3,33.3974999999987,1980.0915,0.0914999999999964,338.47
1980,2,10,40.4054999999823,1980.1107,0.110699999999952,338.19
1980,2,17,47.3769999999752,1980.1298,0.129799999999932,338.35
1980,2,24,54.348499999968,1980.1489,0.148899999999912,338.91
1980,3,2,61.3199999999608,1980.168,0.167999999999893,339.43
1980,3,9,68.3280000000275,1980.1872,0.187200000000075,339.83
1980,3,16,75.2995000000203,1980.2063,0.206300000000056,339.66
1980,3,23,82.2710000000131,1980.2254,0.225400000000036,340.84
1980,3,30,89.242500000006,1980.2445,0.244500000000016,340.63
1980,4,6,96.2504999999896,1980.2637,0.263699999999972,340.81
1980,4,13,103.221999999982,1980.2828,0.282799999999952,340.98
1980,4,20,110.193499999975,1980.3019,0.301899999999932,341.14
1980,4,27,117.164999999968,1980.321,0.320999999999913,341.35
1980,5,4,124.173000000035,1980.3402,0.340200000000095,341.39
1980,5,11,131.144500000028,1980.3593,0.359300000000076,341.71
1980,5,18,138.11600000002,1980.3784,0.378400000000056,341.34
1980,5,25,145.087500000013,1980.3975,0.397500000000036,341.32
1980,6,1,152.095499999997,1980.4167,0.416699999999992,341.64
1980,6,8,159.06699999999,1980.4358,0.435799999999972,341.62
1980,6,15,166.038499999983,1980.4549,0.454899999999952,341.5
1980,6,22,173.009999999975,1980.474,0.473999999999933,340.76
1980,6,29,180.017999999959,1980.4932,0.493199999999888,340.49
1980,7,6,186.989500000035,1980.5123,0.512300000000096,339.95
1980,7,13,193.961000000028,1980.5314,0.531400000000076,339.3
1980,7,20,200.932500000021,1980.5505,0.550500000000056,338.77
1980,7,27,207.940500000004,1980.5697,0.569700000000012,338.81
1980,8,3,214.911999999997,1980.5888,0.588799999999992,336.78
1980,8,10,221.88349999999,1980.6079,0.607899999999972,337.99
1980,8,17,228.854999999983,1980.627,0.626999999999953,338.36
1980,8,24,235.862999999966,1980.6462,0.646199999999908,337.21
1980,8,31,242.834499999959,1980.6653,0.665299999999888,336.9
1980,9,7,249.806000000035,1980.6844,0.684400000000096,335.96
1980,9,14,256.814000000019,1980.7036,0.703600000000051,336.43
1980,9,21,263.785500000012,1980.7227,0.722700000000032,335.71
1980,9,28,270.757000000004,1980.7418,0.741800000000012,335.77
1980,10,5,277.728499999997,1980.7609,0.760899999999992,335.72
1980,10,12,284.736499999981,1980.7801,0.780099999999948,336.11
1980,10,19,291.707999999974,1980.7992,0.799199999999928,336.51
1980,10,26,298.679499999967,1980.8183,0.818299999999908,336.69
1980,11,2,305.650999999959,1980.8374,0.837399999999889,336.9
1980,11,9,312.659000000026,1980.8566,0.856600000000071,337.49
1980,11,16,319.630500000019,1980.8757,0.875700000000052,337.22
1980,11,23,326.602000000012,1980.8948,0.894800000000032,337.65
1980,11,30,333.573500000005,1980.9139,0.913900000000012,337.8
1980,12,7,340.581499999988,1980.9331,0.933099999999968,338.09
1980,12,14,347.552999999981,1980.9522,0.952199999999948,338.52
1980,12,21,354.524499999974,1980.9713,0.971299999999928,338.39
1980,12,28,361.495999999967,1980.9904,0.990399999999909,338.61
1981,1,4,3.50400000003333,1981.0096,0.00960000000009131,339.12
1981,1,11,10.512000000017,1981.0288,0.0288000000000466,339.25
1981,1,18,17.4835000000098,1981.0479,0.0479000000000269,339.55
1981,1,25,24.4914999999935,1981.0671,0.0670999999999822,339.67
1981,2,1,31.4994999999772,1981.0863,0.0862999999999374,339.89
1981,2,8,38.5074999999608,1981.1055,0.105499999999893,340.7
1981,2,15,45.5155000000275,1981.1247,0.124700000000075,340.18
1981,2,22,52.4870000000203,1981.1438,0.143800000000056,341.34
1981,3,1,59.495000000004,1981.163,0.163000000000011,341.23
1981,3,8,66.5029999999877,1981.1822,0.182199999999966,340.97
1981,3,15,73.5109999999713,1981.2014,0.201399999999921,341.61
1981,3,22,80.4824999999641,1981.2205,0.220499999999902,342.49
1981,3,29,87.4905000000308,1981.2397,0.239700000000084,342.29
1981,4,5,94.4985000000145,1981.2589,0.25890000000004,342.62
1981,4,12,101.506499999998,1981.2781,0.278099999999995,342.96
1981,4,19,108.514499999982,1981.2973,0.29729999999995,342.54
1981,4,26,115.485999999975,1981.3164,0.316399999999931,342.68
1981,5,3,122.494000000041,1981.3356,0.335600000000113,343.07
1981,5,10,129.502000000025,1981.3548,0.354800000000068,343.05
1981,5,17,136.510000000009,1981.374,0.374000000000024,342.95
1981,5,24,143.517999999992,1981.3932,0.393199999999979,343
1981,5,31,150.489499999985,1981.4123,0.412299999999959,342.87
1981,6,7,157.497499999969,1981.4315,0.431499999999915,342.83
1981,6,14,164.505500000035,1981.4507,0.450700000000097,342.41
1981,6,21,171.513500000019,1981.4699,0.469900000000052,342.18
1981,6,28,178.485000000012,1981.489,0.489000000000033,341.72
1981,7,5,185.492999999996,1981.5082,0.508199999999988,341.3
1981,7,12,192.500999999979,1981.5274,0.527399999999943,340.54
1981,7,19,199.508999999963,1981.5466,0.546599999999899,340.72
1981,7,26,206.51700000003,1981.5658,0.565800000000081,340.21
1981,8,2,213.488500000022,1981.5849,0.584900000000061,339.32
1981,8,9,220.496500000006,1981.6041,0.604100000000017,339
1981,8,16,227.50449999999,1981.6233,0.623299999999972,338.42
1981,8,23,234.512499999973,1981.6425,0.642499999999927,337.19
1981,8,30,241.483999999966,1981.6616,0.661599999999908,337.6
1981,9,6,248.492000000033,1981.6808,0.68080000000009,337.1
1981,9,13,255.500000000017,1981.7,0.700000000000045,336.92
1981,9,20,262.508,1981.7192,0.719200000000001,336.84
1981,9,27,269.515999999984,1981.7384,0.738399999999956,336.14
1981,10,4,276.487499999977,1981.7575,0.757499999999936,336.64
1981,10,11,283.49549999996,1981.7767,0.776699999999892,337.08
1981,10,18,290.503500000027,1981.7959,0.795900000000074,337.22
1981,10,25,297.511500000011,1981.8151,0.815100000000029,337.63
1981,11,1,304.483000000004,1981.8342,0.83420000000001,338.13
1981,11,8,311.490999999987,1981.8534,0.853399999999965,338.29
1981,11,15,318.498999999971,1981.8726,0.87259999999992,338.45
1981,11,22,325.507000000038,1981.8918,0.891800000000103,339.23
1981,11,29,332.515000000021,1981.911,0.911000000000058,339.72
1981,12,6,339.486500000014,1981.9301,0.930100000000039,339.7
1981,12,13,346.494499999998,1981.9493,0.949299999999994,339.78
1981,12,20,353.502499999981,1981.9685,0.968499999999949,340.03
1981,12,27,360.510499999965,1981.9877,0.987699999999904,340.42
1982,1,3,2.4820000000409,1982.0068,0.00680000000011205,340.57
1982,1,10,9.49000000002457,1982.026,0.0260000000000673,340.75
1982,1,17,16.4980000000082,1982.0452,0.0452000000000226,340.79
1982,1,24,23.5059999999919,1982.0644,0.0643999999999778,341.63
1982,1,31,30.5139999999756,1982.0836,0.0835999999999331,341.75
1982,2,7,37.4854999999684,1982.1027,0.102699999999913,341.57
1982,2,14,44.4935000000351,1982.1219,0.121900000000096,341.6
1982,2,21,51.5015000000187,1982.1411,0.141100000000051,341.95
1982,2,28,58.5095000000024,1982.1603,0.160300000000007,342.69
1982,3,7,65.5174999999861,1982.1795,0.179499999999962,342.46
1982,3,14,72.4889999999789,1982.1986,0.198599999999942,342.71
1982,3,21,79.4969999999626,1982.2178,0.217799999999897,-999.99
1982,3,28,86.5050000000292,1982.237,0.23700000000008,342.83
1982,4,4,93.5130000000129,1982.2562,0.256200000000035,343.38
1982,4,11,100.484500000006,1982.2753,0.275300000000016,-999.99
1982,4,18,107.492499999989,1982.2945,0.294499999999971,-999.99
1982,4,25,114.500499999973,1982.3137,0.313699999999926,345.11
1982,5,2,121.50850000004,1982.3329,0.332900000000109,344.38
1982,5,9,128.516500000023,1982.3521,0.352100000000064,344.91
1982,5,16,135.488000000016,1982.3712,0.371200000000044,344.78
1982,5,23,142.496,1982.3904,0.3904,344.97
1982,5,30,149.503999999984,1982.4096,0.409599999999955,344.23
1982,6,6,156.511999999967,1982.4288,0.42879999999991,344.07
1982,6,13,163.48349999996,1982.4479,0.44789999999989,344.18
1982,6,20,170.491500000027,1982.4671,0.467100000000073,343.51
1982,6,27,177.49950000001,1982.4863,0.486300000000028,343.34
1982,7,4,184.507499999994,1982.5055,0.505499999999984,343.02
1982,7,11,191.515499999978,1982.5247,0.524699999999939,342.35
1982,7,18,198.486999999971,1982.5438,0.543799999999919,342.19
1982,7,25,205.495000000037,1982.563,0.563000000000102,341.86
1982,8,1,212.503000000021,1982.5822,0.582200000000057,341.16
1982,8,8,219.511000000005,1982.6014,0.601400000000012,340.7
1982,8,15,226.482499999997,1982.6205,0.620499999999993,340.58
1982,8,22,233.490499999981,1982.6397,0.639699999999948,339.46
1982,8,29,240.498499999965,1982.6589,0.658899999999903,338.97
1982,9,5,247.506500000031,1982.6781,0.678100000000086,338.83
1982,9,12,254.514500000015,1982.6973,0.697300000000041,339.09
1982,9,19,261.486000000008,1982.7164,0.716400000000021,337.35
1982,9,26,268.493999999992,1982.7356,0.735599999999977,337.62
1982,10,3,275.501999999975,1982.7548,0.754799999999932,338.02
1982,10,10,282.509999999959,1982.774,0.773999999999887,338.06
1982,10,17,289.518000000025,1982.7932,0.79320000000007,338.31
1982,10,24,296.489500000018,1982.8123,0.81230000000005,339.3
1982,10,31,303.497500000002,1982.8315,0.831500000000005,338.9
1982,11,7,310.505499999986,1982.8507,0.850699999999961,339.13
1982,11,14,317.513499999969,1982.8699,0.869899999999916,339.43
1982,11,21,324.484999999962,1982.889,0.888999999999896,340.17
1982,11,28,331.493000000029,1982.9082,0.908200000000079,339.7
1982,12,5,338.501000000012,1982.9274,0.927400000000034,340.44
1982,12,12,345.508999999996,1982.9466,0.946599999999989,340.69
1982,12,19,352.51699999998,1982.9658,0.965799999999945,341.24
1982,12,26,359.488499999973,1982.9849,0.984899999999925,341.31
1983,1,2,1.4965000000393,1983.0041,0.00410000000010768,341.58
1983,1,9,8.50450000002297,1983.0233,0.0233000000000629,342.07
1983,1,16,15.5125000000066,1983.0425,0.0425000000000182,341.32
1983,1,23,22.4839999999995,1983.0616,0.0615999999999985,341.62
1983,1,30,29.4919999999831,1983.0808,0.0807999999999538,341.97
1983,2,6,36.4999999999668,1983.1,0.0999999999999091,342.66
1983,2,13,43.5080000000335,1983.1192,0.119200000000092,342.94
1983,2,20,50.5160000000171,1983.1384,0.138400000000047,342.91
1983,2,27,57.48750000001,1983.1575,0.157500000000027,342.59
1983,3,6,64.4954999999936,1983.1767,0.176699999999983,342.51
1983,3,13,71.5034999999773,1983.1959,0.195899999999938,343.61
1983,3,20,78.511499999961,1983.2151,0.215099999999893,345.18
1983,3,27,85.4830000000368,1983.2342,0.234200000000101,343.92
1983,4,3,92.4910000000204,1983.2534,0.253400000000056,344.89
1983,4,10,99.4990000000041,1983.2726,0.272600000000011,345.2
1983,4,17,106.506999999988,1983.2918,0.291799999999967,345.72
1983,4,24,113.514999999971,1983.311,0.310999999999922,345.93
1983,5,1,120.486499999964,1983.3301,0.330099999999902,345.78
1983,5,8,127.494500000031,1983.3493,0.349300000000085,346.05
1983,5,15,134.502500000015,1983.3685,0.36850000000004,346.43
1983,5,22,141.510499999998,1983.3877,0.387699999999995,346.18
1983,5,29,148.481999999991,1983.4068,0.406799999999976,346.06
1983,6,5,155.489999999975,1983.426,0.425999999999931,346.23
1983,6,12,162.498000000041,1983.4452,0.445200000000114,345.85
1983,6,19,169.506000000025,1983.4644,0.464400000000069,345.52
1983,6,26,176.514000000009,1983.4836,0.483600000000024,345.12
1983,7,3,183.485500000002,1983.5027,0.502700000000004,345.17
1983,7,10,190.493499999985,1983.5219,0.52189999999996,344.12
1983,7,17,197.501499999969,1983.5411,0.541099999999915,344.27
