year,month,day_of_month,day_of_year,year_dec,frac_of_year,CO2
1983,7,24,204.509500000036,1983.5603,0.560300000000097,343.72
1983,7,31,211.517500000019,1983.5795,0.579500000000053,343.1
1983,8,7,218.489000000012,1983.5986,0.598600000000033,-999.99
1983,8,14,225.496999999996,1983.6178,0.617799999999988,342.33
1983,8,21,232.504999999979,1983.637,0.636999999999944,342.05
1983,8,28,239.512999999963,1983.6562,0.656199999999899,340.98
1983,9,4,246.484500000039,1983.6753,0.675300000000107,340.47
1983,9,11,253.492500000023,1983.6945,0.694500000000062,340.37
1983,9,18,260.500500000006,1983.7137,0.713700000000017,340.43
1983,9,25,267.50849999999,1983.7329,0.732899999999972,340.47
1983,10,2,274.516499999974,1983.7521,0.752099999999928,340.13
1983,10,9,281.487999999966,1983.7712,0.771199999999908,340.34
1983,10,16,288.496000000033,1983.7904,0.790400000000091,340.96
1983,10,23,295.504000000017,1983.8096,0.809600000000046,340.82
1983,10,30,302.512,1983.8288,0.828800000000001,341.21
1983,11,6,309.483499999993,1983.8479,0.847899999999981,341.51
1983,11,13,316.491499999977,1983.8671,0.867099999999937,341.8
1983,11,20,323.499499999961,1983.8863,0.886299999999892,342.05
1983,11,27,330.507500000027,1983.9055,0.905500000000075,342.43
1983,12,4,337.515500000011,1983.9247,0.92470000000003,342.61
1983,12,11,344.487000000004,1983.9438,0.94380000000001,342.97
1983,12,18,351.494999999987,1983.963,0.962999999999965,343.54
1983,12,25,358.502999999971,1983.9822,0.982199999999921,343.76
1984,1,1,0.511000000037711,1984.0014,0.00140000000010332,344.19
1984,1,8,7.48250000003054,1984.0205,0.0205000000000837,343.89
1984,1,15,14.4540000000234,1984.0396,0.039600000000064,344.09
1984,1,22,21.4255000000162,1984.0587,0.0587000000000444,344.49
1984,1,29,28.4334999999999,1984.0779,0.0778999999999996,344.71
1984,2,5,35.4049999999927,1984.097,0.09699999999998,344.99
1984,2,12,42.3764999999855,1984.1161,0.11609999999996,344.78
1984,2,19,49.3479999999784,1984.1352,0.135199999999941,345.12
1984,2,26,56.355999999962,1984.1544,0.154399999999896,345.05
1984,3,4,63.3275000000378,1984.1735,0.173500000000104,345.36
1984,3,11,70.2990000000307,1984.1926,0.192600000000084,345.67
1984,3,18,77.2705000000235,1984.2117,0.211700000000064,345.86
1984,3,25,84.2785000000072,1984.2309,0.23090000000002,345.91
1984,4,1,91.25,1984.25,0.25,-999.99
1984,4,8,98.2214999999928,1984.2691,0.26909999999998,-999.99
1984,4,15,105.229499999976,1984.2883,0.288299999999936,-999.99
1984,4,22,112.200999999969,1984.3074,0.307399999999916,-999.99
1984,4,29,119.172499999962,1984.3265,0.326499999999896,347.76
1984,5,6,126.144000000038,1984.3456,0.345600000000104,347.27
1984,5,13,133.152000000022,1984.3648,0.364800000000059,348.04
1984,5,20,140.123500000014,1984.3839,0.38390000000004,347.7
1984,5,27,147.095000000007,1984.403,0.40300000000002,347.67
1984,6,3,154.0665,1984.4221,0.4221,347.31
1984,6,10,161.074499999984,1984.4413,0.441299999999956,347.56
1984,6,17,168.045999999977,1984.4604,0.460399999999936,347.11
1984,6,24,175.017499999969,1984.4795,0.479499999999916,346.67
1984,7,1,181.988999999962,1984.4986,0.498599999999897,346.46
1984,7,8,188.997000000029,1984.5178,0.517800000000079,346.31
1984,7,15,195.968500000022,1984.5369,0.53690000000006,345.75
1984,7,22,202.940000000015,1984.556,0.55600000000004,345.09
1984,7,29,209.911500000007,1984.5751,0.57510000000002,344.97
1984,8,5,216.919499999991,1984.5943,0.594299999999976,344.53
1984,8,12,223.890999999984,1984.6134,0.613399999999956,344.37
1984,8,19,230.862499999977,1984.6325,0.632499999999936,343.24
1984,8,26,237.83399999997,1984.6516,0.651599999999917,342.32
1984,9,2,244.842000000036,1984.6708,0.670800000000099,341.07
1984,9,9,251.813500000029,1984.6899,0.68990000000008,341.29
1984,9,16,258.785000000022,1984.709,0.70900000000006,342.07
1984,9,23,265.756500000015,1984.7281,0.72810000000004,341.43
1984,9,30,272.764499999998,1984.7473,0.747299999999996,341.95
1984,10,7,279.735999999991,1984.7664,0.766399999999976,341.55
1984,10,14,286.707499999984,1984.7855,0.785499999999956,342.19
1984,10,21,293.678999999977,1984.8046,0.804599999999937,342.12
1984,10,28,300.686999999961,1984.8238,0.823799999999892,342.26
1984,11,4,307.658500000036,1984.8429,0.8429000000001,342.82
1984,11,11,314.630000000029,1984.862,0.86200000000008,343.32
1984,11,18,321.601500000022,1984.8811,0.88110000000006,343.69
1984,11,25,328.609500000006,1984.9003,0.900300000000016,343.71
1984,12,2,335.580999999999,1984.9194,0.919399999999996,344.24
1984,12,9,342.552499999991,1984.9385,0.938499999999976,344.85
1984,12,16,349.560499999975,1984.9577,0.957699999999932,345.09
1984,12,23,356.531999999968,1984.9768,0.976799999999912,345.78
1984,12,30,363.503499999961,1984.9959,0.995899999999892,345.64
1985,1,6,5.51150000002735,1985.0151,0.0151000000000749,345.57
1985,1,13,12.4830000000202,1985.0342,0.0342000000000553,345.36
1985,1,20,19.4910000000039,1985.0534,0.0534000000000106,345.35
1985,1,27,26.4989999999875,1985.0726,0.0725999999999658,345.83
1985,2,3,33.5069999999712,1985.0918,0.0917999999999211,346.16
1985,2,10,40.5150000000378,1985.111,0.111000000000104,346
1985,2,17,47.4865000000307,1985.1301,0.130100000000084,346.74
1985,2,24,54.4945000000143,1985.1493,0.149300000000039,346.94
1985,3,3,61.502499999998,1985.1685,0.168499999999995,347.48
1985,3,10,68.5104999999817,1985.1877,0.18769999999995,347.84
1985,3,17,75.4819999999745,1985.2068,0.20679999999993,348.19
1985,3,24,82.4900000000412,1985.226,0.226000000000113,348.08
1985,3,31,89.4980000000248,1985.2452,0.245200000000068,348.56
1985,4,7,96.5060000000085,1985.2644,0.264400000000023,348.52
1985,4,14,103.513999999992,1985.2836,0.283599999999979,348.17
1985,4,21,110.485499999985,1985.3027,0.302699999999959,349.11
1985,4,28,117.493499999969,1985.3219,0.321899999999914,349.21
1985,5,5,124.501500000035,1985.3411,0.341100000000097,349.54
1985,5,12,131.509500000019,1985.3603,0.360300000000052,349.39
1985,5,19,138.517500000003,1985.3795,0.379500000000007,349.32
1985,5,26,145.488999999995,1985.3986,0.398599999999988,348.92
1985,6,2,152.496999999979,1985.4178,0.417799999999943,349.09
1985,6,9,159.504999999963,1985.437,0.436999999999898,349.02
1985,6,16,166.513000000029,1985.4562,0.456200000000081,348.59
1985,6,23,173.484500000022,1985.4753,0.475300000000061,348.03
1985,6,30,180.492500000006,1985.4945,0.494500000000016,347.45
1985,7,7,187.50049999999,1985.5137,0.513699999999972,347.31
1985,7,14,194.508499999973,1985.5329,0.532899999999927,347.07
1985,7,21,201.51650000004,1985.5521,0.55210000000011,346.67
1985,7,28,208.488000000033,1985.5712,0.57120000000009,345.96
1985,8,4,215.496000000016,1985.5904,0.590400000000045,345.51
1985,8,11,222.504,1985.6096,0.6096,344.35
1985,8,18,229.511999999984,1985.6288,0.628799999999956,344.79
1985,8,25,236.483499999977,1985.6479,0.647899999999936,344.94
1985,9,1,243.49149999996,1985.6671,0.667099999999891,344.33
1985,9,8,250.499500000027,1985.6863,0.686300000000074,343.79
1985,9,15,257.507500000011,1985.7055,0.705500000000029,343.54
1985,9,22,264.515499999994,1985.7247,0.724699999999984,342.48
1985,9,29,271.486999999987,1985.7438,0.743799999999965,342.48
1985,10,6,278.494999999971,1985.763,0.76299999999992,343.07
1985,10,13,285.503000000037,1985.7822,0.782200000000103,343.17
1985,10,20,292.511000000021,1985.8014,0.801400000000058,343.83
1985,10,27,299.482500000014,1985.8205,0.820500000000038,343.97
1985,11,3,306.490499999998,1985.8397,0.839699999999993,343.97
1985,11,10,313.498499999981,1985.8589,0.858899999999949,344.57
1985,11,17,320.506499999965,1985.8781,0.878099999999904,345.05
1985,11,24,327.514500000032,1985.8973,0.897300000000087,345.58
1985,12,1,334.486000000024,1985.9164,0.916400000000067,345.53
1985,12,8,341.494000000008,1985.9356,0.935600000000022,346.07
1985,12,15,348.501999999992,1985.9548,0.954799999999977,346.12
1985,12,22,355.509999999975,1985.974,0.973999999999933,346.28
1985,12,29,362.517999999959,1985.9932,0.993199999999888,346.93
1986,1,5,4.48950000003492,1986.0123,0.0123000000000957,346.81
1986,1,12,11.4975000000186,1986.0315,0.0315000000000509,346.66
1986,1,19,18.5055000000023,1986.0507,0.0507000000000062,346.98
1986,1,26,25.5134999999859,1986.0699,0.0698999999999614,346.71
1986,2,2,32.4849999999788,1986.089,0.0889999999999418,347.15
1986,2,9,39.4929999999624,1986.1082,0.108199999999897,347.43
1986,2,16,46.5010000000291,1986.1274,0.12740000000008,347.79
1986,2,23,53.5090000000127,1986.1466,0.146600000000035,347.62
1986,3,2,60.5169999999964,1986.1658,0.16579999999999,347.19
1986,3,9,67.4884999999892,1986.1849,0.184899999999971,347.28
1986,3,16,74.4964999999729,1986.2041,0.204099999999926,348.08
1986,3,23,81.5045000000396,1986.2233,0.223300000000108,349.54
1986,3,30,88.5125000000232,1986.2425,0.242500000000064,349.06
1986,4,6,95.4840000000161,1986.2616,0.261600000000044,349.72
1986,4,13,102.492,1986.2808,0.280799999999999,349.85
1986,4,20,109.499999999983,1986.3,0.299999999999955,350.16
1986,4,27,116.507999999967,1986.3192,0.31919999999991,350.77
1986,5,4,123.516000000034,1986.3384,0.338400000000092,350.49
1986,5,11,130.487500000027,1986.3575,0.357500000000073,350.71
1986,5,18,137.49550000001,1986.3767,0.376700000000028,350.7
1986,5,25,144.503499999994,1986.3959,0.395899999999983,350.16
1986,6,1,151.511499999978,1986.4151,0.415099999999939,350.38
1986,6,8,158.48299999997,1986.4342,0.434199999999919,350.34
1986,6,15,165.491000000037,1986.4534,0.453400000000101,350.12
1986,6,22,172.499000000021,1986.4726,0.472600000000057,349.6
1986,6,29,179.507000000004,1986.4918,0.491800000000012,349.14
1986,7,6,186.514999999988,1986.511,0.510999999999967,348.89
1986,7,13,193.486499999981,1986.5301,0.530099999999948,347.71
1986,7,20,200.494499999965,1986.5493,0.549299999999903,347.95
1986,7,27,207.502500000031,1986.5685,0.568500000000085,347.82
1986,8,3,214.510500000015,1986.5877,0.587700000000041,346.81
1986,8,10,221.482000000008,1986.6068,0.606800000000021,346.28
1986,8,17,228.489999999991,1986.626,0.625999999999976,345.76
1986,8,24,235.497999999975,1986.6452,0.645199999999932,345.74
1986,8,31,242.505999999959,1986.6644,0.664399999999887,345.33
1986,9,7,249.514000000025,1986.6836,0.683600000000069,345.74
1986,9,14,256.485500000018,1986.7027,0.70270000000005,346.07
1986,9,21,263.493500000002,1986.7219,0.721900000000005,344.75
1986,9,28,270.501499999986,1986.7411,0.74109999999996,345.16
1986,10,5,277.509499999969,1986.7603,0.760299999999916,344.46
1986,10,12,284.517500000036,1986.7795,0.779500000000098,344.67
1986,10,19,291.489000000029,1986.7986,0.798600000000079,344.75
1986,10,26,298.497000000012,1986.8178,0.817800000000034,345.55
1986,11,2,305.504999999996,1986.837,0.836999999999989,345.75
1986,11,9,312.51299999998,1986.8562,0.856199999999944,346.27
1986,11,16,319.484499999973,1986.8753,0.875299999999925,346.22
1986,11,23,326.492500000039,1986.8945,0.894500000000107,346.55
1986,11,30,333.500500000023,1986.9137,0.913700000000063,347.38
1986,12,7,340.508500000007,1986.9329,0.932900000000018,347.32
1986,12,14,347.51649999999,1986.9521,0.952099999999973,347.36
1986,12,21,354.487999999983,1986.9712,0.971199999999953,347.49
1986,12,28,361.495999999967,1986.9904,0.990399999999909,347.84
1987,1,4,3.50400000003333,1987.0096,0.00960000000009131,348.3
1987,1,11,10.512000000017,1987.0288,0.0288000000000466,349.04
1987,1,18,17.4835000000098,1987.0479,0.0479000000000269,348.82
1987,1,25,24.4914999999935,1987.0671,0.0670999999999822,348.81
1987,2,1,31.4994999999772,1987.0863,0.0862999999999374,348.65
1987,2,8,38.5074999999608,1987.1055,0.105499999999893,348.42
1987,2,15,45.5155000000275,1987.1247,0.124700000000075,349.13
1987,2,22,52.4870000000203,1987.1438,0.143800000000056,349.61
1987,3,1,59.495000000004,1987.163,0.163000000000011,349.2
1987,3,8,66.5029999999877,1987.1822,0.182199999999966,349.37
1987,3,15,73.5109999999713,1987.2014,0.201399999999921,350.11
1987,3,22,80.4824999999641,1987.2205,0.220499999999902,350.49
1987,3,29,87.4905000000308,1987.2397,0.239700000000084,351.19
1987,4,5,94.4985000000145,1987.2589,0.25890000000004,350.84
1987,4,12,101.506499999998,1987.2781,0.278099999999995,351.17
1987,4,19,108.514499999982,1987.2973,0.29729999999995,351.72
1987,4,26,115.485999999975,1987.3164,0.316399999999931,351.81
